Gene	x	y	cluster
AUTS2	24.520277	8.96653	12
CDC73	19.86446	-0.53565025	12
PCNP	16.94745	-8.598173	18
SURF4	4.2314863	-8.769554	1
SSX2IP	15.302607	2.9440417	12
XPNPEP3	8.253104	-9.427041	1
UPF2	14.240946	-8.420461	18
USP5	-4.591675	-8.345334	6
NF2	9.228885	-6.5790706	1
GPR35	-17.16699	0.38466975	0
AGGF1	3.5486004	0.36496365	14
DBNL	-9.554716	-11.831713	4
STK40	8.511721	-5.756146	1
PLCH2	-1.1425959	4.7014594	8
PRPF19	3.1956544	-6.7395825	1
PLEKHF1	-15.457366	0.38169065	0
GPALPP1	18.88375	-2.9068375	5
LURAP1	-12.428155	-13.232799	4
IL17D	-0.9010306	5.478884	23
DNTTIP1	-10.051351	-5.7258954	7
DAAM1	21.99492	5.6790113	12
ABCA1	-8.238029	13.9826145	3
ALMS1	19.386192	-0.013129515	5
ZNF575	-15.767429	-1.5248181	0
PHF21A	21.891113	4.4870486	12
ARMCX6	-9.988868	-2.660427	7
SERTAD2	8.178544	2.0129392	18
DPYD	22.552767	9.269909	12
KCNK6	-17.383469	3.862463	0
BASP1	26.020666	3.7025702	15
CHMP4A	-7.8756013	-4.269622	7
CALD1	14.427211	7.1717124	16
PRSS27	-16.96909	-0.37242877	0
UBXN2A	4.862226	6.7818894	19
IDI2-AS1	-2.242158	8.149309	25
CHST8	-0.19757448	9.682505	8
ADCYAP1R1	10.858492	10.277022	19
CAP1	3.4511309	-11.860863	1
C22orf42	-15.51912	4.9921465	3
ADAM10	20.064314	6.861977	12
HMOX2	0.2111811	-6.022034	20
HPS5	3.4730933	-12.9504385	1
COLGALT2	18.482159	7.827901	12
NUP133	17.624678	-4.6527686	5
MROH1	15.724626	-0.8868741	5
TMEM31	-14.657144	-0.23666948	7
MED22	-14.973412	-2.100759	6
CATSPERG	-6.7411246	3.2040746	27
MYLK-AS1	-17.201113	-9.839063	4
MFAP3L	5.19706	10.51942	11
ACAP2	22.867788	3.706785	12
ELOVL6	19.960653	-0.08562586	12
AMMECR1L	-15.275777	-8.65226	6
ARHGEF11	20.570072	3.0879097	12
PNMA2	23.3852	-3.5810838	15
STARD7	3.5169632	-9.040254	1
ASH1L-AS1	-19.386942	-2.2523777	7
MRPL17	-7.97611	-3.1414888	7
ANAPC16	22.171711	-4.952372	12
SRGAP2	16.361502	7.764833	12
ARHGAP44	24.798176	5.3122816	12
ADCK5	-12.273652	-8.525835	9
GCN1	-11.940798	-12.104911	4
ADAM11	9.993161	-1.395011	16
ADM5	-14.093972	-1.2675633	6
COA3	-4.5616007	-3.333252	7
BTBD19	-17.71584	-1.9429506	0
MGAT4B	-8.956975	-8.381685	6
CTSA	-8.708582	-9.089951	9
B3GAT2	-2.495723	11.693969	8
PDE6B	-8.008746	-12.489734	9
FASTKD5	-13.081562	2.355956	14
REST	-11.701347	8.884403	3
CALB2	-4.048291	10.002569	8
NFYB	-20.355589	-9.223925	22
CENPB	-12.364248	-0.60889393	6
KIF18A	-20.881166	7.384634	13
ZNF665	-18.699514	-2.7819662	0
STRADA	15.306154	-3.390281	5
CKLF	-16.152916	-14.874665	17
ANKRD49	-22.300278	-6.9916162	4
PTGES3	17.45172	-9.49015	15
COMMD8	-9.475164	-1.7148645	7
ANGPT1	-4.3417363	11.598505	3
PMS2	-12.521399	-12.072125	14
MYO5C	9.521748	3.0748425	16
LMAN2	-8.453931	-3.409098	7
ERI1	-17.227484	-12.024193	4
CLTCL1	0.22442123	7.6849346	8
GATB	9.642362	0.2925644	16
BRD2	-4.9044633	-9.125656	6
EMILIN2	-10.443744	9.774598	11
ARHGAP9	-16.713694	5.085042	9
PUS3	-11.3124075	-2.7171004	7
RPN1	6.811097	-15.320507	1
ACVR2A	16.245394	8.529477	16
DNPH1	-6.303391	-0.86318046	17
CCDC3	16.34474	2.8967037	12
MSH3	20.83638	0.95004773	12
CAB39L	10.064554	5.24382	18
APPL1	17.508816	-7.546721	15
ASIC1	-2.8235235	9.282345	19
MTPAP	-16.945364	-10.965167	4
GRIA3	26.021307	7.0425057	12
MT-ND3	28.92521	2.8366873	28
FER	22.97748	6.0065236	12
MIXL1	-21.521236	2.3056018	22
AEBP1	-11.933209	11.295009	3
SAMD1	-10.554942	0.5772988	6
TRPV1	-12.719583	-11.004129	4
KLHL4	17.073324	6.917154	11
CAMK2A	16.141838	3.4328213	12
DCAF12L2	-14.041997	0.48474473	6
RNF11	22.108982	-4.275863	15
AKIP1	-9.259171	-5.3333926	7
MGAT5B	13.049253	1.3218161	16
CHRNB1	-10.745102	-2.504877	7
FAM32A	-5.8460236	-3.1591802	7
RPS9	-0.7033316	-0.80231106	20
LRP6	18.821327	-0.9936219	5
ARHGEF28	15.546707	5.2788916	12
GLOD4	-6.181918	-4.8643675	7
PINLYP	-15.607481	2.0686853	0
MRPL24	-9.2835865	-4.234725	7
POM121C	14.098541	-4.051005	5
PI4K2B	2.3947482	-13.724113	1
CACNA1D	24.908758	6.387885	12
ASPHD1	8.964756	-1.7785994	20
CYP27A1	1.7918139	12.04737	11
ATF3	-12.984207	11.810845	10
ZC3H11A	24.832445	0.3399979	25
CCDC88B	-11.399208	5.875168	0
CDK5RAP1	12.228466	-2.3850405	5
TMEM68	5.4408784	-12.340717	1
TTLL12	-22.817247	1.6057888	22
CHST14	-15.866168	0.31798378	0
SYCP2L	5.4659023	0.17001644	14
CDK2	-17.986586	5.250086	13
KCND2	25.589577	8.961687	24
CCNT2	20.695364	-2.5136883	12
CNTNAP5	26.090588	8.820403	24
SLC2A1	-14.169639	11.404022	3
APBB2	21.227032	7.609224	12
DIMT1	-15.715229	-13.049661	1
ANAPC4	12.246617	-7.592507	18
B9D2	-11.880686	-2.596116	7
FZD6	-7.9119525	6.2658114	3
CNGA3	-8.622474	8.662115	3
ADGRD1	-8.741239	7.168175	8
MRM1	-19.456675	-1.4243137	0
CHPT1	24.509802	2.1853855	12
ARMCX2	-7.4338527	-8.918934	6
AP1G2	8.456391	-1.9695961	25
HIF1AN	5.106136	-9.280397	1
CHUK	6.2472796	-11.640479	1
NR2F1	24.509893	11.80089	12
KCNB1	16.706432	3.5043023	12
ABCE1	5.502927	-11.807789	1
GOLGA5	4.8301086	-11.743106	4
NUBPL	19.047333	-0.004549097	5
CABYR	-17.625717	-8.227488	4
EXD1	-17.900354	-0.8325246	0
NFATC1	-11.148399	8.520853	3
FUT8	21.178614	8.2147	12
FHOD3	23.46757	9.905597	12
MTF1	6.0962863	-11.188165	1
LRP8	11.278329	10.266838	19
EEF2KMT	-14.116574	-0.81421185	6
ARRDC1-AS1	-14.770274	-3.327103	6
HSP90AB1	24.658789	-1.7979487	15
C4orf3	-1.1066397	-4.973481	20
CNRIP1	21.215393	-5.910575	15
AGFG1	20.938797	0.6353304	12
CHODL	5.2652392	11.782419	11
NUDT15	-10.216895	-0.27365825	6
PBLD	-18.34163	-7.5167065	0
CHRNA10	-16.632572	-0.76411647	0
ZNF182	-16.068428	-5.401121	7
SLC12A9	-15.029156	-5.5123477	0
MCM5	-18.330004	5.890809	13
EFEMP1	-8.707565	13.830264	3
CARMIL1	23.646065	10.463738	12
FNDC4	-4.6562	-5.8855124	17
TNFRSF10D	-12.107551	8.937904	3
SFXN1	21.189657	-1.8058045	12
AGRN	-11.205353	2.9913793	14
PHF12	6.5979576	-10.091099	1
SLC44A5	26.587852	8.767296	12
TMEM17	-10.290139	-0.8258556	7
GLYCTK	-18.308874	-2.7818463	0
ANGPTL2	-10.06626	10.1912365	11
IGFN1	-14.741777	8.615936	0
CRTC3	18.87465	2.7040637	12
ERMAP	-20.32499	-4.477438	0
PDE10A	24.649302	7.56219	12
TEKT5	-14.0354395	4.030869	0
UTP14A	-15.083642	-8.575034	7
ALKBH2	-10.447907	-3.4537005	7
SHCBP1	-5.281839	4.4735847	9
C6orf62	17.989483	-5.6347156	18
TMEM147	-5.9605017	-1.3031181	17
CEBPB	-3.6735196	2.0570846	10
ASAP1	23.046574	7.030253	12
MPZL1	12.419046	6.8802686	21
ZKSCAN8	-17.182499	-11.707275	4
SEMA4B	8.046327	-4.550488	1
PATL1	-17.414991	-9.215071	7
P2RX3	-17.330736	-0.40732548	0
EMC9	-8.02696	-3.328587	7
SPEF2	9.548507	4.3253345	2
BANP	10.545409	-5.8382916	18
EPC2	19.118326	-1.1688064	5
BTG2	-12.853352	12.005784	10
TMEM209	-18.608166	-10.539755	4
ZBED3	-13.5760565	5.2079506	11
FBRSL1	5.1773305	-7.8102784	14
AP2A2	14.610226	-1.2126654	16
PCAT7	-18.79454	3.0543718	0
GAS2L1	-9.382687	-8.533297	6
CA13	-17.861961	-15.248093	4
SERINC5	6.5052834	11.663483	11
DYNLL1	1.056206	-1.9891086	15
SETD1A	-14.8070345	-6.8844805	6
SLC8A3	19.345692	4.727388	12
DCAF8	5.5476427	0.43798313	14
WDTC1	8.066779	-7.795819	1
CHRND	-16.484243	0.068303525	0
TSPAN1	-14.837651	1.617655	0
NMRAL1	-23.971956	-0.15350455	22
ADGRA3	-7.891375	13.950278	3
FAM135A	22.83978	4.079178	12
NOD1	-16.695267	10.7998705	3
TCAF1	12.117941	0.9704772	5
FAM181B	-10.953931	11.540935	3
CBX6	4.060989	-4.9623556	1
ZNF765	-9.480658	7.2609015	4
ARIH1	22.028484	3.7460415	12
CLCN2	-16.946217	-1.4597006	0
PTPRZ1	16.31688	12.327644	16
CDC6	-18.699133	6.4888096	13
MRPL58	-9.972811	-3.924754	7
PALD1	-11.255054	15.118553	23
GNL3	-6.1271453	-5.645007	7
DIDO1	15.645635	-3.5854948	5
EXD2	9.943276	-8.695347	1
PPP1CB	5.1215167	0.99665797	14
ANO10	20.178059	2.6727197	12
LAMP1	-0.16399813	3.1051397	11
LINC00240	4.604757	-13.858431	1
DGKE	21.413525	-2.429117	5
ZFP82	5.7532654	-10.341429	1
CCHCR1	-7.776478	3.0394287	4
MSANTD4	0.14494307	-12.438715	1
CHP1	6.033432	-5.7616234	1
ATG16L2	-13.799287	-8.564699	23
LRIG3	-8.248991	9.970153	3
MRPL19	13.802939	-12.967012	27
RPUSD3	-9.5657625	-4.887735	7
GHET1	-16.344791	-1.2574561	0
EIF2B1	2.7766087	-10.1734705	20
ADAMTSL4	-18.347017	-0.18702096	0
ARHGAP33	-5.4700246	3.0722978	9
DDX11	-15.551674	3.3052425	0
FAM107A	-8.345142	12.469086	3
MCUR1	-0.21274355	-10.60838	8
DNAJC1	18.869915	4.3310695	12
BAIAP2L2	26.849483	-0.8671869	27
ATP7B	8.676832	0.017786019	16
NME5	16.855473	0.57851934	5
ANKRD36B	18.649813	-3.4494016	5
HIPK1	2.9918003	-7.4391937	5
WASIR2	-12.389667	0.37955418	6
COX6C	-0.37609974	-2.7412763	20
BAHCC1	-12.010676	-9.881232	4
ASXL2	18.886236	-2.1223357	5
CDH23	-5.8863716	10.598567	8
ARHGAP10	13.042728	3.898992	16
PCDHB16	-12.391674	3.0903273	14
ADRB1	-8.852376	4.829843	3
ADIPOR2	5.5005746	12.539207	11
CHRDL1	-7.6427436	11.997805	3
ANO7	-18.977663	-0.59626484	0
LIX1L	-16.242855	-8.115691	0
ACRV1	-17.440687	-0.8653366	0
TMX1	-17.72751	7.1278524	7
TBC1D22A	19.136177	3.215431	12
CCDC127	-8.992899	-1.8118647	7
STX1B	4.607593	-4.1218824	25
HAUS2	-12.766012	-12.710887	4
MTCH2	12.135969	-6.4014845	20
WDR5B	-13.692072	-1.816535	7
PLEC	9.711021	-2.6801023	25
MAP2K5	22.612398	4.358814	12
CHN2	17.110495	7.9555254	25
HEATR3	9.162176	-9.431449	18
PER2	-2.6536942	3.9379587	10
CHST12	-8.573751	-13.543565	1
CCDC160	-19.421726	-3.2940555	0
UBXN6	-9.813218	-9.188101	9
LPGAT1	19.361183	7.565472	11
YIPF6	2.0136597	-10.857059	1
CAMK2N2	1.8442317	-3.7179692	17
ENHO	-5.534287	0.80855405	17
MTA2	-18.76638	1.5192783	6
NUFIP2	17.935781	-4.5935082	5
MAT2B	-3.6325364	-9.571117	22
ALDH4A1	-12.0315	7.9906654	3
B3GNT9	-14.44402	0.07871496	6
ZBTB45	-15.075199	-1.5095559	6
CAMK2G	15.967207	5.730563	12
ORMDL1	18.712788	-9.383044	15
ANKHD1	20.034857	1.0722538	12
GOLGA2	-0.26603732	-8.950617	19
MCMBP	-19.91045	-12.382091	22
TSPAN4	-15.182326	4.1987495	3
ARHGAP21	21.983276	8.106003	12
NOL10	18.286829	-2.3187852	5
ADAMTS15	-9.76298	7.778072	3
DNAJC11	9.821757	-6.5761085	5
DDA1	-5.188679	-6.028576	7
CACNB3	-8.032759	-11.777464	1
ATRAID	-7.0775194	-2.5520105	7
JAG1	4.9768977	4.967324	18
FAF1	23.12132	6.6019526	12
DNAJC15	10.670609	-12.241777	20
CAB39	20.005926	-0.38382256	12
BOP1	-13.68387	-3.964165	6
CHMP6	-12.732614	-2.2059264	6
AK9	8.3882675	4.1045	2
ATP9B	20.927372	4.5452166	12
STOML1	-8.610265	-1.6809558	7
SLC25A29	3.7578664	3.1752715	14
ABHD6	13.524757	7.5034027	16
OSBPL1A	20.795816	7.559631	12
NR1D1	-6.80246	1.5108477	6
DGCR11	-17.664358	0.93111235	14
CHGA	3.480908	-3.5945227	15
AGPAT3	13.885504	-2.522479	16
LMNB2	-13.682944	0.8583626	6
FIBP	-4.21329	-4.3103166	7
ISYNA1	-8.076398	11.5189295	3
LAMTOR5	-3.3323383	-3.6176074	7
C2orf74	-7.683877	-5.891189	7
NPW	-19.622686	2.8335617	0
LRRFIP2	21.063128	5.461169	12
ZFP64	10.746482	-4.175695	16
KIT	-1.231369	9.603064	19
CLTB	0.6635416	-4.843199	20
NAT14	-6.7693057	-9.399226	25
NAA50	15.341885	-6.9185934	5
UBQLN1	18.725388	-3.7917752	5
METTL5	-6.446312	-4.2836485	7
BST1	-15.744971	1.1176184	0
PABPN1	24.348469	0.09560929	16
DZIP1L	-10.963423	6.5712295	3
ZNF7	-13.553442	-9.820063	4
CDH26	-16.118185	-12.939479	4
SEMA3F	-7.608871	6.471391	8
ARID4A	23.411182	-0.90392935	21
PCAT18	-20.047014	-0.77016693	0
HSPG2	-13.949005	9.009454	3
NDUFB11	-2.028289	-3.0772843	20
TMEM72-AS1	9.360731	2.6642447	25
IKZF5	-17.302584	-11.425879	1
FNBP4	22.260622	0.07798481	5
CCDC40	-6.6485515	15.346628	2
ARHGAP26	24.721128	7.6103406	12
ATP6V0D1	1.2365499	-5.1862035	1
C5orf64	4.6063275	11.621641	11
CD68	-14.363665	10.013575	10
FKBP11	-9.589543	-12.296356	9
ADAMTS7	-18.28874	2.573262	0
ASAH1	15.591186	-11.384477	20
ENO1	0.369032	-3.7144022	15
PLK2	7.5104403	-0.1326611	16
SLC6A15	19.662056	-3.5482829	5
NAA40	-10.688768	-11.16324	9
ZNF3	-14.586847	-7.329062	4
CCDC181	-4.504484	-11.235403	4
RASA1	22.573477	5.2399745	12
HPS1	-11.444767	-7.1455903	7
PPAN	-13.650778	-4.397247	6
ALOX12B	-16.301863	0.33057973	0
HDAC9	25.263586	7.066386	12
ERICH1	8.62552	-4.9889116	20
GABPA	5.9483523	-11.820131	1
FAM120C	7.0486603	-9.585618	1
ILDR2	16.365723	9.0207	16
GNG12	-5.04443	12.710328	3
PLD3	23.681812	0.82047355	15
ENKUR	-15.235907	7.2705545	3
UGP2	23.125973	-1.9592102	16
EOGT	-10.301365	7.7239676	3
NECAP1	3.4000273	0.4525053	14
ACTN2	15.782032	7.530833	11
ARHGEF4	17.665747	8.422322	12
MGAT4A	15.750206	2.0289173	2
LRRFIP1	21.35213	5.4267006	12
AMN	-17.12459	2.1893594	0
ATXN10	22.429241	3.5584416	12
NOMO2	-17.817629	-2.8297904	0
ZC3H8	20.308865	-3.1925628	5
AHNAK	-11.876988	11.727199	3
IARS2	5.60215	-11.642497	1
PSMC2	2.400055	-9.892264	20
CNPY3	-10.045133	-1.1770676	10
ACSL1	2.8973765	10.083483	15
ACVR1B	10.98292	-4.087812	18
BORA	-19.932709	-4.8868775	0
VLDLR-AS1	16.770464	7.750801	12
CASC9	-20.811504	4.632436	3
PPP1R42	-6.53091	15.489938	2
SNAP23	9.997507	-14.63627	2
N6AMT1	-12.103523	-2.9928613	7
MECR	6.7199874	-6.895368	2
CEP126	23.276007	2.2036183	5
KDELR3	-15.538721	-2.1104052	0
RPS12	-0.1964603	-0.75862545	20
AFAP1	13.235778	10.873497	19
C9orf78	-5.7210236	-5.2237735	7
ZNF286B	-19.63495	2.0863225	14
RNF187	1.1823959	-5.1381893	15
LINC-PINT	4.9420066	0.83324957	14
GPR37L1	-9.896416	12.008594	3
PLOD2	12.544332	9.336814	3
ACADM	16.617823	-7.541615	5
FANCA	-12.135022	-13.406287	4
PSD2	-8.664285	13.219994	3
ZDHHC17	21.442266	0.14045434	12
PIN4	5.800887	-9.4528475	1
CDK5R1	3.5398154	-5.0702343	15
ABCA5	25.85271	2.9512115	12
MYCN	-16.42656	3.2845504	0
ERICH5	-10.835954	6.277458	3
INPP5D	-11.28409	15.109098	23
IRX5	-15.898359	5.3460264	0
AMOTL1	10.563789	9.840264	8
ADGRD2	-7.9010277	8.391495	8
ZCCHC7	22.913342	5.684286	12
WDR35	9.178913	4.2661085	2
KPNB1	21.745897	-2.1902785	12
C2orf42	-13.917476	-11.85554	4
ID2	-2.7701507	1.9279335	10
JUP	-9.722223	8.847156	3
FZD8	-13.130962	8.363093	3
EIF4E1B	-10.675615	4.431249	4
MOB1B	13.850571	0.78003854	16
WDR12	12.949959	-12.868149	27
PIK3CD-AS2	-18.192265	-0.52145666	0
ACE	-18.430807	-1.2964767	0
APLN	-13.712982	8.140708	3
VAPB	11.429363	-10.094252	1
PRR5	-17.406437	9.064179	22
DNA2	5.9986815	-9.16772	1
AP5S1	-14.0642395	-1.5281837	6
DUT	-1.6271152	-6.437702	17
PIGX	0.42371726	-8.316153	20
PBXIP1	-9.757346	12.086122	3
RPL34	0.061312377	-0.7523057	20
REPS2	20.694576	5.166117	12
ACHE	-5.8136024	8.74809	8
FAM168B	16.10966	-3.3378782	5
BRI3BP	3.5279646	-6.055211	15
SHOX2	-4.1255937	9.040513	15
FAM222A	1.3200872	11.717943	11
APBB3	-10.452874	-7.4970894	6
CAMKV	9.170798	-0.93034554	26
PGBD1	9.846859	-13.617754	16
DEPDC4	-20.343689	-3.6900585	0
LINC01310	-9.36655	5.6602383	3
FAN1	10.20835	-9.640789	25
ACO2	15.383454	-2.097784	5
ASAH2B	-20.020834	-7.2765613	0
ACOT1	-19.134537	0.20293763	0
HEXIM2	-12.528045	-3.4587638	7
ZNF615	-17.360065	-8.52243	6
NOB1	-11.574548	-4.065601	7
OSGEPL1	-20.30244	-6.1810026	7
USP14	21.178371	-1.51833	12
B4GALT3	-11.863851	-3.728471	7
GSTK1	-2.017595	-6.4846826	15
ALKBH5	3.8835638	-8.525707	1
ACAA2	-17.845085	6.908977	7
IER5	-7.630581	1.2437129	10
KCNQ3	25.403553	7.48934	12
ACOT8	-9.346643	-6.7659144	7
NKRF	1.9123306	-8.71897	1
EIF1B-AS1	7.4540987	8.311192	11
FBXL19	-12.17854	-10.11714	4
GSAP	6.061418	6.7070074	11
ACOX3	6.3191066	-8.729384	1
DUSP8	-5.0698247	-9.187379	6
CMAS	14.485866	-10.798313	20
ZBTB11-AS1	-14.515309	0.94965076	6
PPM1A	21.506678	-3.935878	15
PIN1	0.5201761	-3.701318	20
RPS4X	-0.16849107	-0.76704943	20
ADM	-12.459744	12.526663	10
SLC12A6	17.398981	-4.220217	5
ACP2	-10.89781	-4.158069	7
IMPDH2	-6.470432	-2.4552832	7
PSD4	-20.75953	3.223004	0
ABT1	-10.925698	-2.6472046	7
ROBO3	-8.17911	5.662206	3
MAPK11	-7.8789325	-10.573	9
ACOX1	5.2838936	-10.592998	1
CCND3	10.033548	1.9356829	16
NMT2	16.3814	1.6409956	12
ARHGEF1	-15.450889	-6.2271924	0
RNPEPL1	-12.299717	-6.7949357	9
MRPL20	-3.770092	-3.2255247	20
MAP10	-14.14495	-2.328278	7
MTMR12	14.429124	0.6213146	5
ASB16-AS1	-17.820848	-3.2870364	0
OSTM1	12.220087	-12.248128	18
ZNF425	-13.600805	-9.68839	4
PRMT9	13.130455	-12.41655	18
ANKRD13A	5.459529	3.9616497	4
FRRS1L	24.45807	2.8492143	12
TYW1	17.42576	-1.0964782	5
TK2	-14.629705	-13.935611	4
CCDC92	19.18241	2.230352	12
PHF8	7.2818236	-9.924903	1
LAP3	-8.33897	-1.5247184	7
ZNRF2	14.170499	4.260109	5
ARMCX5	-12.710322	2.9701257	14
TNPO2	4.9688234	-6.326143	1
RAB15	10.3378	-1.3024472	16
ZGRF1	-16.811962	-11.939041	4
PPP1R14B	-4.6761374	0.49912298	17
SGO2	-20.882433	7.484078	13
HJURP	-20.619377	7.2779093	13
HADHB	5.4881625	-4.4247828	1
ACTN1	13.713358	1.8899854	16
MBLAC1	-21.413258	1.3489233	0
ACTN4	13.427239	1.94466	16
POLR1B	-16.028461	-8.948711	7
ANKH	21.59165	5.929911	12
LONRF1	14.821096	0.3439232	5
IQCB1	18.641684	-2.5095162	5
C1RL	-9.847423	6.04743	13
ACTR3	20.53192	-6.2849674	1
ACTR3B	4.7135406	0.76128024	14
C2CD3	16.304277	-3.0647078	5
HSD17B11	-16.126604	-15.106474	14
ACTR8	-18.379313	-5.515291	7
ZNF581	-11.823902	-2.4317772	7
MTMR14	-5.012751	-13.458728	1
NDN	2.1699255	-4.2413526	8
CXXC5	2.2835305	2.0340676	11
ARSK	-18.41028	-13.985682	4
GNAZ	-5.02189	-8.699937	6
PHLPP2	16.9283	-0.20452352	5
RALGPS1	19.970375	4.9256964	12
NFRKB	-10.067306	-14.493625	9
DUSP28	-12.275319	-1.3914975	6
TSC1	16.17951	-3.0859077	5
AKAP11	22.587458	-1.0287482	16
OLFM3	26.532278	6.3900747	12
ACSS1	-8.396533	13.375058	3
ITIH4	-8.376853	-11.468207	9
UBE2QL1	9.497261	0.56519634	16
RHOBTB2	11.785012	2.2365737	16
ANKFY1	16.634691	-1.814761	5
GPD1	-10.500979	10.086665	3
OLFML2B	-1.7905784	10.755983	24
TSHZ3	15.409768	5.675441	12
GEMIN2	-17.033056	-8.472577	7
AHRR	4.3041935	4.3186016	3
YES1	-6.479674	11.698317	3
CBX5	1.9965514	-6.5736423	21
FREM1	8.648147	10.928783	19
AIF1L	-10.641106	10.133251	11
WDR13	-9.495286	-7.6663637	9
GPI	20.137672	2.8073173	12
SHH	-9.520443	6.9474688	3
C5orf34	-17.26864	5.4977713	4
C9orf40	-13.647754	-3.3959138	6
SMC6	20.858074	-1.6405051	12
HLTF	20.903978	-3.4891021	21
FAM167B	-18.36154	0.62670857	0
ADAM8	-17.11739	-0.88578796	0
TYW3	10.42805	-12.055629	18
ARHGEF3	17.45844	3.611685	12
MAFF	-12.961699	11.725207	10
CAMK2B	25.441402	4.05419	12
CGN	-7.5437016	7.244435	8
CEP44	9.465777	-11.306096	18
ADAMTS1	-12.1624155	9.491537	3
APC2	8.119865	-2.9023535	25
MSANTD2	8.640787	-11.065123	1
AGO2	11.41453	3.1013935	11
MOV10	-5.0836587	4.5817404	9
EPHB3	-9.1522	4.899376	10
ZNF561	-15.473404	-8.515022	7
ERCC6L	-20.041483	-1.6837864	0
CFL2	-4.527737	0.77529883	11
TEAD3	-11.568154	8.343581	3
CKS2	-20.488323	7.5824533	13
TLK1	24.277786	4.0022607	12
ADAMTS4	-10.712252	10.105066	11
FSTL5	19.791681	12.030663	26
ADAMTS9	-5.9481554	12.840995	19
LINC00987	-17.26762	2.2320569	0
BRD4	15.330245	-1.7506818	16
MRPL43	-5.645728	-3.481259	7
JMJD1C-AS1	-15.453829	-1.0319804	7
ADAMTSL3	8.644811	10.698213	19
LRP3	-0.28445634	-11.681985	1
CNTROB	-14.623481	-6.194164	0
NRBP2	-7.5948296	-11.76003	14
KIAA2012	9.446654	4.1233153	2
CD8A	-16.846598	4.1684813	0
ADARB1	17.263243	2.4160867	16
LEO1	-4.3588986	-12.316838	7
ADAT2	-16.351673	-13.717811	4
NDUFA9	3.8548982	0.5209493	14
IL17RC	-19.039482	2.4370747	0
ISCU	1.2515482	-3.8099825	15
GNB3	-12.637769	-7.0860634	9
THRB	25.878708	7.7871647	12
PARD6G-AS1	-5.0875354	4.6982875	4
MCRIP2	-7.091107	0.045459244	8
NCS1	14.266599	-0.39938205	16
GLB1L	-15.630127	-1.7387556	6
C2orf81	-20.522352	-3.34352	0
AK4	9.053629	0.019913208	16
ADCY5	11.892115	2.9964797	11
ALKBH7	-5.5454698	-0.57926714	17
CWC25	-12.885314	-8.568621	4
TRIM16	4.532807	-10.723359	1
EDNRB	-9.727771	13.444751	3
KPNA1	21.055809	-0.4768004	12
FOXN3-AS1	-18.080133	-0.9674395	0
NDUFA8	-1.9585874	-4.230035	20
SPAG5	-17.6343	2.1893725	0
ADCYAP1	-4.268863	8.975217	10
MGST3	0.8063625	-2.3777106	20
ZNF32-AS2	-18.255735	-0.06119111	0
ASB13	-7.863898	2.6514533	8
SYBU	24.967625	4.0845475	12
ANKMY1	8.230121	-12.729942	1
ADGRA2	-9.763351	-12.939124	4
GUCA1B	-18.772398	1.1712741	0
CCNL2	10.080413	-3.9830985	25
ADGRB1	10.288287	-1.543347	16
ADGRB2	9.938441	-0.88762313	16
PABPC5	-13.7033415	-2.0808225	7
PHLDB2	-3.1086235	6.5353255	8
ITGB1	8.58909	9.152344	20
DUSP4	-3.1372352	5.105001	10
ZNF214	-17.611227	-8.988574	4
BCAM	-11.249926	7.4221735	3
ADCY10P1	-18.17911	-12.566027	4
DNAJC16	10.6021805	-8.172468	5
LNX1	14.784303	2.60204	16
HDAC7	5.580615	-7.162463	1
ERCC4	1.874073	-12.760927	1
PYM1	-18.016254	-4.3112817	0
HHIP-AS1	-13.403063	2.2502575	14
PARP11	14.329695	-5.7322106	18
USP6NL	6.831073	9.495328	11
ANKZF1	-11.725687	-7.556854	9
ARPC3	-1.8873335	-2.197552	14
ADK	23.411293	6.076153	12
SERPINA5	-13.654729	5.0955296	6
ALDOA	1.1621671	-3.130457	15
USP36	7.1936374	-8.249223	1
ADM2	-13.734726	6.777223	0
ZC3H4	-14.932763	-10.65851	6
CELF5	17.021927	2.555516	12
PSMD1	21.281786	-0.16444132	12
GALNT12	-9.076748	6.0295987	3
CD99	-10.937175	13.07057	13
ADORA1	6.063935	-4.8755913	1
CCDC124	-6.353672	-3.1947925	7
ZNF850	-20.192535	-2.5727143	0
ACRBP	-16.253565	-0.05580754	0
PAXBP1	20.270275	-6.684143	21
PRKX	-4.57654	11.782303	3
SORL1	17.309887	5.27812	12
LSS	3.6821525	9.153221	29
NOC3L	-18.941765	-8.94061	7
ZNF714	10.47582	-9.300167	25
RHOB	-3.0872343	2.6638527	10
KIAA1671	15.839655	2.5341444	16
SSBP3	16.568848	4.122516	16
DRAM2	-18.413874	-11.611428	4
PTK7	-6.707775	11.736494	8
ADPRHL1	-11.660579	-10.663146	0
SCUBE3	-8.896711	5.304786	8
TELO2	-14.276273	-5.2887306	0
AP3S1	21.421928	-1.4406633	15
TRMT10C	-6.6377172	-5.1607246	7
CREB3L4	-12.599033	-2.0159807	7
FANCF	-12.355685	-0.3618962	6
COA6	-5.12786	-12.158936	9
CCDC88C	-1.2567157	7.777707	19
SPATA17	-6.539369	15.4472275	2
MIR210HG	-15.898166	-0.0706909	0
PLXND1	-5.293785	3.1847727	16
ARSG	9.124542	-6.022225	25
SYCE1L	-9.226983	2.4692402	17
DNAL1	8.815799	-9.04036	1
CRIM1	27.098143	1.5363104	12
